palavra,Entity
1,O
Os,O
Sertões,B-PESSOA
Euclides,O
da,O
Cunha,O
Nota,O
Preliminar,O
Escrito,O
nos,O
raros,O
intervalos,O
de,O
folga,O
de,O
uma,O
carreira,O
fatigante,O
",",O
este,O
livro,O
",",O
que,O
a,O
princípio,O
se,O
resumia,O
à,O
história,O
da,O
Campanha,B-LOCAL
de,I-LOCAL
Canudos,I-LOCAL
",",O
perdeu,O
toda,O
a,O
atualidade,O
",",O
remorada,O
a,O
sua,O
publicação,O
em,O
virtude,O
de,O
causas,O
que,O
temos,O
por,O
escusado,O
apontar,O
.,O
Demos-lhe,O
",",O
por,O
isto,O
",",O
outra,O
feição,O
",",O
tomando,O
apenas,O
variante,O
de,O
assunto,O
geral,O
o,O
tema,O
",",O
a,O
princípio,O
dominante,O
",",O
que,O
o,O
sugeriu,O
.,O
Intentamos,O
esboçar,O
",",O
palidamente,O
embora,O
",",O
ante,O
o,O
olhar,O
de,O
futuros,O
historiadores,O
",",O
os,O
traços,O
atuais,O
mais,O
expressivos,O
das,O
sub-raças,O
sertanejas,O
do,O
Brasil,B-LOCAL
.,O
E,O
fazêmo-lo,O
porque,O
a,O
sua,O
instabilidade,O
de,O
complexos,O
de,O
fatores,O
múltiplos,O
e,O
diversamente,O
combinados,O
",",O
aliada,O
às,O
vicissitudes,O
históricas,O
e,O
deplorável,O
situação,O
mental,O
em,O
que,O
jazem,O
",",O
as,O
tomam,O
talvez,O
efêmeras,O
",",O
destinadas,O
a,O
próximo,O
desaparecimento,O
ante,O
as,O
exigências,O
crescentes,O
da,O
civilização,O
e,O
a,O
concorrência,O
material,O
intensiva,O
das,O
correntes,O
migratórias,O
que,O
começam,O
a,O
invadir,O
profundamente,O
a,O
nossa,O
terra,O
.,O
O,O
jagunço,O
destemeroso,O
",",O
o,O
tabaréu,O
ingênuo,O
e,O
o,O
caipira,O
simplório,O
serão,O
em,O
breve,O
tipos,O
relegados,O
às,O
tradições,O
evanescentes,O
",",O
ou,O
extintas,O
.,O
Primeiros,O
efeitos,O
de,O
variados,O
cruzamentos,O
",",O
destinavam-se,O
talvez,O
à,O
formação,O
dos,O
princípios,O
imediatos,O
de,O
uma,O
grande,O
raça,O
.,O
Faltou-lhes,O
",",O
porém,O
",",O
uma,O
situação,O
de,O
parada,O
",",O
o,O
equilíbrio,O
",",O
que,O
Ihes,O
não,O
permite,O
mais,O
a,O
velocidade,O
adquirida,O
pela,O
marcha,O
dos,O
povos,O
neste,B-TEMPO
século,I-TEMPO
.,O
Retardatários,B-TEMPO
hoje,I-TEMPO
",",O
amanhã,B-TEMPO
se,O
extinguirão,O
de,O
todo,O
.,O
A,O
civilização,O
avançará,O
nos,O
sertões,O
impelida,O
por,O
essa,O
implacável,O
força,O
motriz,O
da,O
História,O
que,O
Gumplowicz,O
",",O
maior,O
do,O
que,O
Hobbes,B-PESSOA
",",O
lobrigou,O
",",O
num,O
lance,O
genial,O
",",O
no,O
esmagamento,O
inevitável,O
das,O
raças,O
fracas,O
pelas,O
raças,O
fortes,O
.,O
A,O
campanha,O
de,O
Canudos,B-LOCAL
tem,O
por,O
isto,O
a,O
significação,O
inegável,O
de,O
um,O
primeiro,O
assalto,O
",",O
em,O
luta,O
talvez,O
longa,O
.,O
Nem,O
enfraquece,O
o,O
asserto,O
o,O
termo-la,O
realizado,O
nós,O
filhos,O
do,O
mesmo,O
solo,O
",",O
porque,O
",",O
etnologicamente,O
indefinidos,O
",",O
sem,O
tradições,O
nacionais,O
uniformes,O
",",O
vivendo,O
parasitariamente,O
à,O
beira,O
do,O
Atlântico,B-LOCAL
",",O
dos,O
princípios,O
civilizadores,O
elaborados,O
na,O
Europa,B-LOCAL
",",O
e,O
armados,O
pela,O
indústria,O
alemã,O
-,O
tivemos,O
na,O
ação,O
um,O
papel,O
singular,O
de,O
mercenários,O
2,O
inconscientes,O
.,O
Além,O
disto,O
",",O
mal,O
unidos,O
àqueles,O
extraordinários,O
patrícios,O
pelo,O
solo,O
em,O
parte,O
desconhecido,O
",",O
deles,O
de,O
todo,O
nos,O
separa,O
uma,O
coordenada,O
histórica,O
-,O
o,O
tempo,O
.,O
Aquela,O
campanha,O
lembra,O
um,O
refluxo,O
para,O
o,O
passado,O
.,O
E,O
foi,O
",",O
na,O
significação,O
integral,O
da,O
palavra,O
",",O
um,O
crime,O
.,O
Denunciemo-lo,O
.,O
E,O
tanto,O
quanto,O
o,O
permitir,O
a,O
firmeza,O
do,O
nosso,O
espírito,O
façamos,O
jus,O
ao,O
admirável,O
conceito,O
de,O
Taine,O
sobre,O
o,O
narrador,O
sincero,O
que,O
encara,O
a,O
História,O
como,O
ela,O
merece,O
:,O
il,O
s,O
’,O
irrite,O
contre,O
les,O
demi,O
vérités,O
que,O
sont,O
des,O
demi,O
faussetés,O
",",O
contre,O
les,O
auteurs,O
qui,O
n,O
