palavra,Emotion
1,0
Os,0
Sertões,0
Euclides,0
da,0
Cunha,0
Nota,0
Preliminar,0
Escrito,0
nos,0
raros,0
intervalos,0
de,0
folga,-1
de,0
uma,0
carreira,0
fatigante,0
",",0
este,0
livro,1
",",0
que,0
a,0
princípio,0
se,0
resumia,0
à,0
história,0
da,0
Campanha,0
de,0
Canudos,0
",",0
perdeu,-1
toda,0
a,0
atualidade,0
",",0
remorada,0
a,0
sua,0
publicação,0
em,0
virtude,1
de,0
causas,0
que,0
temos,0
por,0
escusado,0
apontar,0
.,0
Demos-lhe,0
",",0
por,0
isto,0
",",0
outra,0
feição,0
",",0
tomando,0
apenas,0
variante,0
de,0
assunto,0
geral,0
o,0
tema,-1
",",0
a,0
princípio,0
dominante,0
",",0
que,0
o,0
sugeriu,1
.,0
Intentamos,0
esboçar,0
",",0
palidamente,0
embora,0
",",0
ante,0
o,0
olhar,0
de,0
futuros,0
historiadores,0
",",0
os,0
traços,0
atuais,0
mais,0
expressivos,0
das,0
sub-raças,0
sertanejas,-1
do,0
Brasil,0
.,0
E,0
fazêmo-lo,0
porque,0
a,0
sua,0
instabilidade,-1
de,0
complexos,0
de,0
fatores,0
múltiplos,0
e,0
diversamente,0
combinados,1
",",0
aliada,0
às,0
vicissitudes,0
históricas,0
e,0
deplorável,0
situação,0
mental,0
em,0
que,0
jazem,0
",",0
as,0
tomam,0
talvez,0
efêmeras,0
",",0
destinadas,-1
a,0
próximo,0
desaparecimento,0
ante,0
as,0
exigências,0
crescentes,1
da,0
civilização,0
e,0
a,0
concorrência,0
material,0
intensiva,0
das,0
correntes,0
migratórias,0
que,0
começam,0
a,0
invadir,-1
profundamente,0
a,0
nossa,0
terra,0
.,0
O,0
jagunço,0
destemeroso,1
",",0
o,0
tabaréu,0
ingênuo,0
e,0
o,0
caipira,-1
simplório,-1
serão,0
em,0
breve,0
tipos,0
relegados,0
às,0
tradições,0
evanescentes,0
",",0
ou,0
extintas,0
.,0
Primeiros,0
efeitos,1
de,0
variados,0
cruzamentos,0
",",0
destinavam-se,0
talvez,0
à,0
formação,0
dos,0
princípios,0
imediatos,1
de,0
uma,0
grande,1
raça,0
.,0
Faltou-lhes,0
",",0
porém,0
",",0
uma,0
situação,0
de,0
parada,0
",",0
o,0
equilíbrio,0
",",0
que,0
Ihes,0
não,0
permite,0
mais,0
a,0
velocidade,0
adquirida,0
pela,0
marcha,0
dos,0
povos,0
neste,0
século,0
.,0
Retardatários,0
hoje,0
",",0
amanhã,0
se,0
extinguirão,0
de,0
todo,0
.,0
A,0
civilização,0
avançará,1
nos,0
sertões,0
impelida,0
por,0
essa,0
implacável,0
força,1
motriz,0
da,0
História,0
que,0
Gumplowicz,0
",",0
maior,1
do,0
que,0
Hobbes,0
",",0
lobrigou,0
",",0
num,0
lance,0
genial,1
",",0
no,0
esmagamento,0
inevitável,0
das,0
raças,0
fracas,-1
pelas,0
raças,0
fortes,0
.,0
A,0
campanha,0
de,0
Canudos,0
tem,0
por,0
isto,0
a,0
significação,0
inegável,0
de,0
um,0
primeiro,0
assalto,0
",",0
em,0
luta,-1
talvez,0
longa,0
.,0
Nem,0
enfraquece,-1
o,0
asserto,0
o,0
termo-la,0
realizado,1
nós,0
filhos,0
do,0
mesmo,0
solo,0
",",0
porque,0
",",0
etnologicamente,0
indefinidos,0
",",0
sem,0
tradições,0
nacionais,0
uniformes,0
",",0
vivendo,0
parasitariamente,0
à,0
beira,0
do,0
Atlântico,0
",",0
dos,0
princípios,0
civilizadores,0
elaborados,0
na,0
Europa,0
",",0
e,0
armados,0
pela,0
indústria,0
alemã,0
-,0
tivemos,0
na,0
ação,0
um,0
papel,0
singular,0
de,0
mercenários,0
2,0
inconscientes,0
.,0
Além,0
disto,0
",",0
mal,-1
unidos,0
àqueles,0
extraordinários,0
patrícios,0
pelo,0
solo,0
em,0
parte,1
desconhecido,-1
",",0
deles,0
de,0
todo,0
nos,0
separa,-1
uma,0
coordenada,0
histórica,0
-,0
o,0
tempo,0
.,0
Aquela,0
campanha,0
lembra,0
um,0
refluxo,0
para,0
o,0
passado,0
.,0
E,0
foi,0
",",0
na,0
significação,0
integral,0
da,0
palavra,1
",",0
um,0
crime,-1
.,0
Denunciemo-lo,0
.,0
E,0
tanto,0
quanto,0
o,0
permitir,0
a,0
firmeza,1
do,0
nosso,0
espírito,0
façamos,0
jus,0
ao,0
admirável,0
conceito,0
de,0
Taine,0
sobre,0
o,0
narrador,0
sincero,0
que,0
encara,0
a,0
História,0
como,0
ela,0
merece,0
:,0
il,0
s,0
’,0
irrite,-1
contre,0
les,0
demi,0
vérités,0
que,0
sont,0
des,0
demi,0
faussetés,0
",",0
contre,0
les,0
auteurs,0
qui,0
n,0
’,0
altèrent,0
ni,0
une,0
date,0
",",0
ni,0
une,0
généalogie,0
",",0
mais,0
dénaturent,0
les,0
sentiments,0
et,0
les,0
moeurs,0
",",0
qui,0
gardent,0
le,0
dessin,0
des,0
événements,0
et,0
en,0
changent,0
la,0
couleur,0
",",0
qui,0
copient,0
les,0
faits,0
et,0
défigurent,0
l'âme,0
.,0
il,0
veut,0
sentir,0
en,0
barbare,0
",",0
parmi,0
les,0
barbares,0
",",0
et,0
",",0
parmi,0
les,0
anciens,0
",",0
en,0
ancien..,0
Euclides,0
da,0
Cunha,0
.,0
São,0
Paulo,0
",",0
1901,0
3,0
A,0
TERRA,0
I.,0
Preliminares,1
.,0
A,0
entrada,0
do,0
sertão,0
.,0
Terra,0
ignota,-1
.,0
Em,0
caminho,0
para,0
Monte,0
Santo,1
.,0
Primeiras,0
impressões,1
.,0
Um,0
sonho,0
de,0
geólogo,0
.,0
II,0
.,0
Golpe,-1
de,0
vista,0
do,0
alto,0
de,0
Monte,0
Santo,1
.,0
Do,0
alto,0
da,0
Favela,0
.,0
III,0
.,0
O,0
clima,0
.,0
Higrômetros,0
singulares,0
.,0
IV,0
.,0
As,0
secas,0
.,0
Hipóteses,0
sobre,0
a,0
sua,0
gênese,0
.,0
As,0
caatingas,0
.,0
V.,0
Uma,0
categoria,0
geográfica,0
que,0
Hegel,0
não,0
citou,0
.,0
Como,0
se,0
faz,0
um,0
deserto,0
.,0
Como,0
se,0
extingue,0
o,0
deserto,0
.,0
O,0
martírio,-1
secular,0
da,0
terra,0
.,0
4,0
Capítulo,0
I,0
Preliminares,1
O,0
Planalto,0
Central,0
do,0
Brasil,0
desce,0
",",0
nos,0
litorais,0
do,0
Sul,0
",",0
em,0
escarpas,0
inteiriças,0
",",0
altas,0
e,0
abruptas,-1
.,0
Assoberba,0
os,0
mares,0
.,0
e,0
desata-se,0
em,0
chapadões,0
nivelados,0
pelos,0
visos,0
das,0
cordilheiras,0
marítimas,0
",",0
distendidas,0
do,0
Rio,1
Grande,1
a,0
Minas,0
.,0
Mas,0
ao,0
derivar,0
para,0
as,0
terras,0
setentrionais,0
diminui,1
gradualmente,0
de,0
altitude,0
",",0
ao,0
mesmo,0
tempo,0
que,0
descamba,0
para,0
a,0
costa,0
oriental,0
em,0
andares,0
",",0
ou,0
repetidos,0
socalcos,0
",",0
que,0
o,0
despem,0
da,0
primitiva,0
grandeza,1
afastando-o,0
consideravelmente,0
para,0
o,0
interior,0
.,0
De,0
sorte,1
que,0
quem,0
o,0
contorna,0
",",0
seguindo,0
para,0
o,0
norte,0
",",0
observa,0
notáveis,0
mudanças,0
de,0
relevos,1
:,0
a,0
principio,0
o,0
traço,0
contínuo,0
e,0
dominante,0
das,0
montanhas,0
",",0
precintando-o,0
",",0
com,0
destaque,0
saliente,0
",",0
sobre,0
a,0
linha,0
projetante,0
das,0
praias,0
.,0
depois,0
",",0
no,0
segmento,0
de,0
orla,0
marítima,0
entre,0
o,0
Rio,1
de,0
Janeiro,0
e,0
o,0
Espírito,0
Santo,1
",",0
um,0
aparelho,0
litoral,0
revolto,-1
",",0
feito,0
da,0
envergadura,0
desarticulada,-1
das,0
serras,0
",",0
riçado,0
de,0
cumeadas,0
e,0
corroído,0
de,0
angras,0
",",0
e,0
escancelando-se,0
em,0
baias,0
",",0
repartindo-se,0
em,0
ilhas,0
",",0
e,0
desagregando-se,0
em,0
recifes,0
desnudos,0
",",0
à,0
maneira,0
de,0
escombros,0
do,0
conflito,-1
secular,0
que,0
ali,0
se,0
trava,0
entre,0
os,0
mares,0
e,0
a,0
terra,0
.,0
em,0
seguida,0
",",0
transposto,0
o,0
15°,0
paralelo,0
",",0
a,0
atenuação,0
de,0
todos,0
os,0
acidentes,0
-,0
serranias,0
que,0
se,0
arredondam,0
e,0
suavizam,0
as,0
linhas,0
dos,0
taludes,0
",",0
fracionadas,0
em,0
morros,0
de,0
encostas,0
indistintas,0
no,0
horizonte,0
que,0
se,0
amplia,0
.,0
até,0
que,0
em,0
plena,1
faixa,0
costeira,0
da,0
Bahia,0
",",0
o,0
olhar,0
",",0
livre,1
dos,0
anteparos,0
de,0
serras,0
que,0
até,0
lá,0
o,0
repulsam,0
e,0
abreviam,0
",",0
se,0
dilata,0
em,0
cheio,0
para,0
o,0
ocidente,0
",",0
mergulhando,0
no,0
âmago,0
da,0
terra,0
amplíssima,0
lentamente,0
emergindo,0
num,0
ondear,0
longínquo,0
de,0
chapadas,0
...,0
Este,0
facies,0
geográfico,0
resume,0
a,0
morfogenia,0
do,0
grande,1
maciço,0
continental,0
.,0
Demonstra-o,0
análise,0
mais,0
íntima,0
feita,0
por,0
um,0
corte,-1
meridiano,0
qualquer,0
",",0
acompanhando,0
à,0
bacia,0
do,0
S.,0
Francisco,0
.,0
Vê-se,0
",",0
do,0
fato,0
",",0
que,0
três,0
formações,0
geognósticas,0
díspares,0
",",0
de,0
idades,0
mal,-1
determinadas,1
",",0
aí,0
se,0
substituem,0
",",0
ou,0
se,0
entrelaçam,0
",",0
em,0
estratificações,0
discordantes,-1
",",0
formando,1
o,0
predomínio,0
exclusivo,0
de,0
umas,0
",",0
ou,0
a,0
combinação,0
de,0
todas,0
",",0
os,0
traços,0
variáveis,0
da,0
fisionomia,0
da,0
terra,0
.,0
Surgem,0
primeiro,0
as,0
possantes,1
massas,0
gnaissegraníticas,0
",",0
que,0
a,0
partir,-1
do,0
extremo,0
sul,0
se,0
encurvam,0
em,0
desmedido,-1
anfiteatro,0
",",0
alteando,0
as,0
paisagens,0
admiráveis,0
que,0
tanto,0
encantam,1
e,0
iludem,-1
as,0
vistas,0
inexpertas,-1
dos,0
forasteiros,0
.,0
A,0
princípio,0
abeiradas,0
do,0
mar,0
progridem,1
em,0
sucessivas,0
cadeias,0
",",0
sem,0
rebentos,0
laterais,0
",",0
até,0
as,0
raias,0
do,0
litoral,0
paulista,0
",",0
feito,0
dilatado,0
muro,0
de,0
arrimo,1
sustentando,1
as,0
formações,0
sedimentárias,0
do,0
interior,0
.,0
A,0
terra,0
sobranceia,0
o,0
oceano,0
",",0
dominante,0
",",0
do,0
fastígio,0
das,0
escarpas,0
.,0
e,0
quem,0
a,0
alcança,1
como,0
quem,0
vinga,0
a,0
rampa,0
de,0
um,0
majestoso,0
palco,0
",",0
justifica,0
todos,0
os,0
